,tracks_id,genres_all
188,4111,12
189,4119,12
190,4125,25
191,4167,26
192,4194,12
193,4195,12
194,4197,12
195,4232,2
196,4234,2
197,4264,25
198,4298,12
199,4332,12
200,4396,25
201,4407,12
202,4444,17
203,4463,25
204,4508,2
205,4509,2
206,4510,2
207,4521,15
208,4685,21
209,4703,4
210,4704,4
211,4705,4
212,4709,12
213,4756,38
214,4782,12
215,4784,12
216,4800,12
217,4836,12
218,4846,2
219,4848,2
220,4849,2
221,4850,5
222,4851,5
223,5007,25
224,5106,4
225,5107,4
226,5119,4
227,5120,4
228,5152,12
229,5156,17
230,5157,17
231,5169,17
232,5170,17
233,5191,10
234,5196,10
235,5221,12
236,5222,12
237,5223,12
238,5243,25
239,5267,21
240,5283,12
241,5284,12
242,5285,12
243,5286,12
244,5354,15
245,5376,17
246,5378,17
247,5510,12
248,5535,38
249,5576,12
250,5600,12
251,5936,17
252,6276,25
253,6329,2
254,6331,2
255,6342,2
256,6354,2
257,6357,2
258,6358,2
259,6360,2
260,6363,2
261,6367,2
262,6372,2
263,6376,2
264,6379,2
265,6380,2
266,6381,2
267,6382,2
268,6387,2
269,6390,2
270,6394,2
271,6406,17
272,6439,21
273,6459,2
274,6461,17
275,6464,17
276,6465,17
277,6529,12
278,6537,12
279,6606,21
280,6607,21
281,6608,21
282,6611,21
283,6637,4
284,6640,4
285,6660,15
286,6662,15
287,6663,15
288,6664,15
289,6674,38
290,6677,38
291,6679,38
292,6680,38
293,6784,17
294,6785,17
295,6787,17
296,6802,2
297,6803,2
298,6854,17
299,6857,17
300,6859,17
301,7014,15
302,7015,15
303,7016,15
304,7198,25
305,7201,25
306,7374,38
307,7379,38
308,7393,38
309,7452,12
310,7455,12
311,7456,12
312,7483,21
313,7494,25
314,7528,10
315,7552,38
316,7713,17
317,7768,15
318,7867,25
319,7870,25
320,7876,25
321,8023,25
322,8044,12
323,8058,12
324,8188,25
325,8215,25
326,8256,17
327,8259,17
328,8260,17
329,8269,38
330,8345,38
331,8363,38
332,8372,38
333,8376,38
334,8491,12
335,8580,4
336,8582,4
337,8584,4
338,8921,12
339,9516,12
340,9555,12
341,9556,12
342,9561,12
343,9678,38
344,9747,4
345,9748,4
346,9749,4
347,9750,4
348,9751,4
349,9752,4
350,9753,4
351,9852,21
352,9867,12
353,9875,21
354,9887,17
355,9986,12
356,9988,12
357,9991,12
358,9993,12
359,10005,12
360,10026,5
361,10027,5
362,10028,5
363,10029,5
364,10030,5
365,10033,5
366,10035,5
367,10037,5
368,10038,5
369,10040,5
370,10041,5
371,10042,5
372,10043,5
373,10045,5
374,10046,5
375,10107,15
376,10118,15
377,10119,15
378,10165,12
379,10180,12
380,10186,2
381,10231,18
382,10239,18
383,10240,18
384,10243,18
385,10246,18
386,10247,18
387,10277,18
388,10286,18
389,10374,38
390,10384,17
391,10385,17
392,10386,17
393,10387,17
394,10434,38
395,10438,17
396,10440,17
397,10441,17
398,10442,17
399,10444,17
400,10449,17
401,10458,17
402,10460,17
403,10558,38
404,10630,15
405,10666,21
406,10681,17
407,10684,17
408,10686,17
409,10689,1235
410,10690,1235
411,10692,1235
412,10693,21
413,10694,21
414,10698,21
415,10737,4
416,10739,4
417,10740,4
418,10741,4
419,10742,4
420,10805,10
421,10808,10
422,10809,10
423,10843,25
424,10868,25
425,10885,25
426,10930,25
427,10945,21
428,10947,21
429,10951,21
430,10978,25
431,10992,17
432,11032,25
433,11035,25
434,11198,10
435,11200,10
436,11204,21
437,11207,4
438,11242,38
439,11259,10
440,11285,12
441,11298,21
442,11319,4
443,11320,4
444,11321,4
445,11389,5
446,11390,5
447,11394,5
448,11396,5
449,11405,5
450,11412,12
451,11417,12
452,11418,5
453,11419,5
454,11420,5
455,11423,5
456,11425,5
457,11426,5
458,11427,5
459,11428,5
460,11429,5
461,11430,5
462,11431,5
463,11432,5
464,11433,5
465,11437,26
466,11457,25
467,11458,25
468,11507,17
469,11509,17
470,11627,18
471,11629,18
472,11631,18
473,11632,18
474,11633,18
475,11634,18
476,11641,18
477,11644,18
478,11663,4
479,11671,2
480,11672,2
481,11673,2
482,11677,2
483,11683,2
484,11696,5
485,11713,12
486,11715,5
487,11719,5
488,11720,5
489,11721,5
490,11733,5
491,11737,5
492,11738,5
493,11750,5
494,11752,5
495,11753,5
496,11757,5
497,11758,5
498,11765,21
499,11766,21
500,11773,21
501,11785,21
502,11789,21
503,11796,21
504,11808,21
505,11818,21
506,11828,21
507,11830,21
508,11831,21
509,11837,21
510,11838,21
511,11840,21
512,11875,21
513,11882,21
514,11885,21
515,11886,21
516,11888,21
517,11898,21
518,11914,26
519,11917,21
520,11937,10
521,11992,15
522,12051,17
523,12061,17
524,12062,17
525,12063,17
526,12065,17
527,12083,15
528,12109,2
529,12147,10
530,12173,21
531,12179,10
532,12338,15
533,12346,38
534,12348,17
535,12350,17
536,12351,17
537,12354,12
538,12372,15
539,12374,4
540,12376,10
541,12381,21
542,12390,10
543,12422,12
544,12451,12
545,12508,17
546,12513,17
547,12516,17
548,12521,12
549,12537,10
550,12539,12
551,12551,10
552,12552,10
553,12556,12
554,12589,297
555,12591,297
556,12594,12
557,12596,12
558,12602,4
559,12609,12
560,12610,12
561,12611,12
562,12672,4
563,12673,4
564,12674,4
565,12675,4
566,12676,4
567,12677,4
568,12690,2
569,12836,38
570,12922,5
571,12923,5
572,12924,5
573,12926,5
574,12927,5
575,12985,17
576,12986,17
577,12987,15
578,12990,15
579,12997,15
580,13014,38
581,13115,181
582,13116,181
583,13118,181
584,13119,181
585,13121,181
586,13122,181
587,13123,181
588,13125,181
589,13126,181
590,13127,181
591,13220,10
592,13362,10
593,13363,182
594,13371,38
595,13372,38
596,13378,10
597,13539,2
598,13540,2
599,13558,10
600,13560,12
601,13564,12
602,13566,21
603,13567,26
604,13576,38
605,13580,4
606,13581,4
607,13582,4
608,13585,4
609,13586,4
610,13587,4
611,13592,21
612,13597,4
613,13646,4
614,13670,21
615,13707,297
616,13708,297
617,13710,297
618,13711,297
619,13744,21
620,13760,4
621,13761,12
622,13763,12
623,13804,21
624,13863,26
625,13864,26
626,13867,26
627,13868,26
628,13927,17
629,13928,17
630,14053,4
631,14055,4
632,14059,4
633,14060,4
634,14061,4
635,14062,4
636,14068,15
637,14076,181
638,14078,181
639,14080,181
640,14081,181
641,14084,181
642,14085,181
643,14087,181
644,14088,181
645,14099,25
646,14110,15
647,14155,12
648,14198,25
649,14208,297
650,14211,297
651,14212,297
652,14213,297
653,14215,12
654,14220,12
655,14315,2
656,14316,2
657,14317,2
658,14318,2
659,14389,21
660,14390,21
661,14394,4
662,14477,181
663,14478,181
664,14479,181
665,14481,181
666,14489,25
667,14538,21
668,14540,21
669,14568,18
670,14571,18
671,14572,18
672,14576,18
673,14579,18
674,14580,18
675,14584,18
676,14585,18
677,14586,18
678,14588,18
679,14602,2
680,14603,2
681,14649,5
682,14666,297
683,14667,297
684,14670,297
685,14673,297
686,14674,297
687,14676,297
688,14677,297
689,14678,297
690,14679,297
691,14681,297
692,14690,38
693,14737,12
694,14738,12
695,14739,12
696,14742,12
697,14743,12
698,14776,15
699,14792,181
700,14795,181
701,14800,181
702,14801,181
703,14812,17
704,14818,181
705,14824,181
706,14862,181
707,14863,181
708,14867,181
709,14869,181
710,14870,181
711,14871,181
712,14874,181
713,14876,181
714,14877,181
715,14879,181
716,14918,181
717,14920,181
718,14922,181
719,14946,181
720,14949,181
721,14960,181
722,14973,181
723,14974,181
724,14975,181
725,15011,181
726,15022,181
727,15105,297
728,15124,12
729,15139,4
730,15140,4
731,15201,21
732,15211,21
733,15227,12
734,15366,17
735,15369,297
736,15370,297
737,15372,297
738,15373,297
739,15374,297
740,15376,297
741,15439,17
742,15475,38
743,15608,12
744,15619,38
745,15620,12
746,15628,5
747,15629,5
748,15643,15
749,15769,297
750,15773,297
751,15775,4
752,15846,38
753,15860,21
754,15865,21
755,15868,21
756,15880,2
757,15913,5
758,15960,181
759,15961,181
760,15962,181
761,15966,181
762,15970,181
763,15985,181
764,15986,181
765,15988,181
766,15991,181
767,15992,181
768,15993,181
769,16025,17
770,16036,5
771,16047,297
772,16048,297
773,16049,297
774,16050,297
775,16053,297
776,16057,297
777,16095,10
778,16157,12
779,16158,10
780,16161,21
781,16232,4
782,16235,4
783,16237,4
784,16238,4
785,16288,25
786,16296,25
787,16334,2
788,16338,10
789,16342,12
790,16434,12
791,16437,12
792,16441,4
793,16442,4
794,16443,4
795,16444,4
796,16445,4
797,16448,4
798,16452,4
799,16521,1235
800,16522,1235
801,16523,1235
802,16524,1235
803,16525,1235
804,16526,1235
805,16527,1235
806,16528,1235
807,16529,1235
808,16530,1235
809,16531,1235
810,16532,1235
811,16533,1235
812,16546,21
813,16580,181
814,16581,181
815,16583,181
816,16584,181
817,16585,181
818,16586,181
819,16587,181
820,16588,181
821,16589,181
822,16590,181
823,16591,181
824,16692,25
825,16698,25
826,16743,2
827,16745,2
828,16747,2
829,16759,12
830,16765,12
831,16772,12
832,16810,297
833,16823,15
834,16826,15
835,16828,15
836,16848,25
837,16880,21
838,16982,4
839,16983,4
840,16992,5
841,16994,12
842,17347,12
843,17426,17
844,17439,4
845,17440,4
846,17441,4
847,17442,4
848,17451,25
849,17462,25
850,17467,297
851,17488,21
852,17489,21
853,17497,21
854,17584,5
855,17585,5
856,17589,15
857,17590,15
858,17603,12
859,17606,2
860,17609,2
861,17610,2
862,17611,2
863,17632,2
864,17636,2
865,17637,2
866,17678,5
867,17697,297
868,17712,12
869,17781,5
870,17859,25
871,17881,297
872,17885,297
873,17900,25
874,17906,10
875,17913,25
876,18033,2
877,18034,2
878,18039,2
879,18040,17
880,18041,17
881,18043,2
882,18044,2
883,18112,38
884,18144,10
885,18145,10
886,18146,10
887,18159,17
888,18197,12
889,18198,12
890,18200,12
891,18237,4
892,18346,17
893,18347,17
894,18350,17
895,18386,4
896,18444,25
897,18579,38
898,18609,12
899,18612,12
900,18641,26
901,18654,26
902,18759,297
903,18762,297
904,18782,4
905,18822,5
906,18973,4
907,18974,4
908,18975,4
909,18976,4
910,19175,12
911,19178,12
912,19262,297
913,19266,297
914,19270,297
915,19272,297
916,19330,5
917,19331,5
918,19332,5
919,19349,12
920,19350,12
921,19417,10
922,19418,10
923,19419,10
924,19425,10
925,19459,2
926,19481,4
927,19482,4
928,19484,4
929,19485,4
930,19486,4
931,19487,4
932,19488,4
933,19489,4
934,19530,1235
935,19532,1235
936,19550,25
937,19642,26
938,19647,12
939,19649,12
940,19668,26
941,19669,26
942,19670,26
943,19671,26
944,19673,2
945,19674,2
946,19684,26
947,19685,26
948,19718,12
949,19758,10
950,19759,10
951,19775,468
952,19790,12
953,19890,2
954,19976,17
955,19978,17
956,20280,25
957,20361,18
958,20364,18
959,20365,18
960,20366,18
961,20369,18
962,20372,18
963,20376,18
964,20432,2
965,20445,25
966,20449,4
967,20450,4
968,20452,4
969,20461,21
970,20462,4
971,20463,4
972,20464,4
973,20465,4
974,20487,25
975,20662,297
976,20663,297
977,20665,297
978,20666,297
979,20667,297
980,20668,297
981,20669,297
982,20670,297
983,20671,297
984,20673,297
985,20676,297
986,20677,297
987,20678,297
988,20705,10
989,20709,181
990,20926,38
991,20963,25
992,20966,25
993,21085,297
994,21086,297
995,21158,181
996,21159,181
997,21160,181
998,21161,181
999,21163,181
1000,21164,181
1001,21166,181
1002,21168,181
1003,21169,181
1004,21191,25
1005,21226,15
1006,21228,21
1007,21234,15
1008,21279,297
1009,21282,297
1010,21345,15
1011,21402,10
1012,21410,17
1013,21424,15
1014,21527,5
1015,21528,5
1016,21530,5
1017,21542,5
1018,21556,297
1019,21569,10
1020,21657,10
1021,21672,10
1022,21678,38
1023,21695,10
1024,21701,15
1025,21855,468
1026,21856,468
1027,21857,468
1028,21858,468
1029,21885,468
1030,21886,468
1031,21887,468
1032,21888,468
1033,21889,468
1034,21890,468
1035,21891,468
1036,21892,468
1037,21893,468
1038,21894,468
1039,21895,468
1040,21896,468
1041,21897,468
1042,21898,468
1043,21899,468
1044,21953,297
1045,21954,297
1046,21965,297
1047,21997,10
1048,22001,10
1049,22024,21
1050,22029,15
1051,22031,25
1052,22038,468
1053,22039,468
1054,22040,468
1055,22050,25
1056,22095,182
1057,22096,26
1058,22104,25
1059,22113,25
1060,22126,182
1061,22127,182
1062,22128,182
1063,22129,38
1064,22130,38
1065,22137,15
1066,22138,468
1067,22139,468
1068,22140,468
1069,22141,468
1070,22142,468
1071,22143,468
1072,22144,468
1073,22150,38
1074,22290,1235
1075,22292,1235
1076,22295,21
1077,22302,17
1078,22305,17
1079,22332,4
1080,22347,12
1081,22349,12
1082,22367,25
1083,22370,25
1084,22371,25
1085,22372,297
1086,22374,297
1087,22376,297
1088,22377,297
1089,22378,297
1090,22379,297
1091,22432,297
1092,22435,297
1093,22437,297
1094,22445,297
1095,22453,297
1096,22454,297
1097,22458,297
1098,22459,297
1099,22476,10
1100,22478,10
1101,22481,10
1102,22584,15
1103,22592,468
1104,22598,25
1105,23010,15
1106,23013,15
1107,23039,10
1108,23042,21
1109,23070,4
1110,23071,4
1111,23072,4
1112,23073,4
1113,23074,4
1114,23075,4
1115,23077,4
1116,23078,4
1117,23081,4
1118,23082,4
1119,23141,5
1120,23142,5
1121,23143,5
1122,23144,5
1123,23145,5
1124,23146,5
1125,23148,5
1126,23149,5
1127,23150,5
1128,23151,5
1129,23152,5
1130,23155,2
1131,23156,2
1132,23160,5
1133,23161,5
1134,23186,5
1135,23188,4
1136,23355,15
1137,23358,297
1138,23359,297
1139,23360,297
1140,23363,297
1141,23364,297
1142,23448,297
1143,23450,297
1144,23454,297
1145,23457,297
1146,23459,297
1147,23482,15
1148,23507,15
1149,23515,181
1150,23518,181
1151,23525,181
1152,23527,181
1153,23528,181
1154,23530,181
1155,23532,181
1156,23535,181
1157,23786,297
1158,23788,297
1159,23790,297
1160,23818,297
1161,23820,297
1162,23821,297
1163,23822,297
1164,23853,297
1165,23855,297
1166,23862,297
1167,23878,297
1168,23879,297
1169,23880,297
1170,23881,297
1171,23882,297
1172,23883,297
1173,23885,297
1174,23886,297
1175,23889,297
1176,23892,297
1177,23893,297
1178,24060,297
1179,24062,297
1180,24064,297
1181,24066,297
1182,24138,297
1183,24174,297
1184,24176,297
1185,24177,297
1186,24178,297
1187,24339,38
1188,24364,2
1189,24365,2
1190,24370,2
1191,24431,21
1192,24513,38
1193,24514,38
1194,24641,297
1195,24654,25
1196,24699,2
1197,24700,2
1198,24701,2
1199,24702,2
1200,24717,2
1201,24739,2
1202,24741,2
1203,24744,2
1204,24802,15
1205,24803,15
1206,24814,15
1207,24815,15
1208,24831,5
1209,24832,5
1210,24842,2
1211,24844,181
1212,24898,38
1213,24903,38
1214,24904,38
1215,24912,38
1216,24919,15
1217,24928,15
1218,24946,38
1219,24949,38
1220,24950,38
1221,24971,38
1222,24987,15
1223,24988,15
1224,24991,15
1225,24994,38
1226,25007,297
1227,25008,297
1228,25009,297
1229,25010,297
1230,25011,297
1231,25012,297
1232,25014,297
1233,25066,182
1234,25123,10
1235,25215,2
1236,25216,2
1237,25237,12
1238,25238,12
1239,25364,297
1240,25368,297
1241,25372,297
1242,25373,297
1243,25374,297
1244,25375,297
1245,25377,297
1246,25381,297
1247,25382,297
1248,25384,297
1249,25388,297
1250,25601,2
1251,25603,2
1252,25608,2
1253,25669,2
1254,25670,2
1255,25795,2
1256,25802,2
1257,25804,2
1258,25922,5
1259,26010,21
1260,26012,21
1261,26014,21
1262,26018,21
1263,26025,21
1264,26035,21
1265,26169,10
1266,26174,10
1267,26176,10
1268,26178,10
1269,26179,10
1270,26181,297
1271,26183,297
1272,26184,297
1273,26186,297
1274,26187,297
1275,26302,17
1276,26324,26
1277,26325,26
1278,26327,26
1279,26409,10
1280,26430,15
1281,26431,15
1282,26469,5
1283,26476,297
1284,26479,297
1285,26482,297
1286,26483,297
1287,26484,26
1288,26485,26
1289,26486,26
1290,26487,26
1291,26490,26
1292,26529,4
1293,26530,4
1294,26531,4
1295,26532,4
1296,26585,38
1297,26632,15
1298,26641,12
1299,26651,182
1300,26652,182
1301,26653,182
1302,26654,182
1303,26655,182
1304,26656,182
1305,26657,182
1306,26658,182
1307,26659,182
1308,26693,18
1309,26744,10
1310,26754,10
1311,26765,10
1312,26851,297
1313,26854,297
1314,26855,297
1315,26868,297
1316,26870,297
1317,26871,297
1318,26902,297
1319,26905,297
1320,27107,1235
1321,27148,15
1322,27155,15
1323,27177,15
1324,27179,15
1325,27187,15
1326,27194,2
1327,27195,2
1328,27198,2
1329,27213,38
1330,27222,26
1331,27224,26
1332,27225,26
1333,27227,26
1334,27235,26
1335,27405,181
1336,27406,181
1337,27407,181
1338,27430,25
1339,27431,10
1340,27440,15
1341,27454,38
1342,27462,297
1343,27547,10
1344,27551,10
1345,27552,10
1346,27567,297
1347,27570,297
1348,27572,297
1349,27574,297
1350,27576,297
1351,27611,2
1352,27612,2
1353,27633,15
1354,27667,181
1355,27668,15
1356,27670,15
1357,27797,10
1358,27798,182
1359,27799,21
1360,27802,10
1361,27856,17
1362,27946,5
1363,27949,5
1364,27950,4
1365,27953,2
1366,27978,2
1367,28085,4
1368,28086,4
1369,28087,4
1370,28088,4
1371,28089,4
1372,28097,5
1373,28098,5
1374,28099,5
1375,28101,5
1376,28102,5
1377,28103,5
1378,28104,5
1379,28105,5
1380,28108,5
1381,28109,5
1382,28111,5
1383,28112,5
1384,28113,5
1385,28114,5
1386,28116,5
1387,28117,5
1388,28118,5
1389,28119,5
1390,28120,5
1391,28121,5
1392,28122,5
1393,28124,38
1394,28170,468
1395,28171,468
1396,28172,468
1397,28173,468
1398,28174,468
1399,28175,468
1400,28176,468
1401,28177,468
1402,28178,468
1403,28179,468
1404,28201,12
1405,28364,38
1406,28367,38
1407,28368,38
1408,28375,38
1409,28376,38
1410,28473,15
1411,28475,15
1412,28476,15
1413,28478,10
1414,28480,10
1415,28481,10
1416,28530,15
1417,28535,15
1418,28546,15
1419,28549,5
1420,28578,38
1421,28594,4
1422,28595,4
1423,28596,4
1424,28597,4
1425,28598,4
1426,28600,4
1427,28601,4
1428,28606,4
1429,28607,4
1430,28702,297
1431,28783,25
1432,28898,182
1433,28901,182
1434,28902,182
1435,28916,25
1436,28917,25
1437,28918,25
1438,29037,181
1439,29039,181
1440,29040,181
1441,29042,181
1442,29044,181
1443,29045,10
1444,29128,10
1445,29184,10
1446,29253,10
1447,29261,21
1448,29267,10
1449,29350,2
1450,29351,2
1451,29355,2
1452,29447,12
1453,29476,17
1454,29480,17
1455,29527,297
1456,29529,297
1457,29530,297
1458,29603,21
1459,29606,21
1460,29625,297
1461,29626,297
1462,29627,297
1463,29659,5
1464,29672,15
1465,29685,38
1466,29689,38
1467,29720,21
1468,29740,38
1469,29746,38
1470,29750,38
1471,29808,25
1472,29811,25
1473,29813,25
1474,29837,26
1475,29838,26
1476,29839,26
1477,29840,26
1478,29841,26
1479,29881,12
1480,29934,12
1481,29940,21
1482,29950,21
1483,29956,21
1484,29958,21
1485,30004,15
1486,30040,21
1487,30046,21
1488,30048,21
1489,30050,21
1490,30054,21
1491,30056,21
1492,30058,21
1493,30059,21
1494,30072,4
1495,30073,38
1496,30075,4
1497,30093,38
1498,30247,21
1499,30303,181
1500,30304,181
1501,30305,181
1502,30306,181
1503,30309,181
1504,30310,181
1505,30315,181
1506,30376,15
1507,30384,15
1508,30397,25
1509,30498,38
1510,30500,38
1511,30508,25
1512,30518,297
1513,30520,297
1514,30522,297
1515,30634,25
1516,30669,38
1517,30681,38
1518,30683,38
1519,30689,38
1520,30690,38
1521,30694,38
1522,30729,297
1523,30731,297
1524,30732,297
1525,30733,297
1526,30734,297
1527,30736,297
1528,30738,297
1529,30893,468
1530,30894,468
1531,30895,468
1532,30897,468
1533,30898,468
1534,30899,468
1535,30900,468
1536,30901,468
1537,30902,468
1538,30903,468
1539,30904,468
1540,30905,468
1541,31165,2
1542,31234,5
1543,31236,5
1544,31238,5
1545,31239,5
1546,31240,5
1547,31241,5
1548,31242,5
1549,31243,5
1550,31246,5
1551,31247,5
1552,31248,5
1553,31249,5
1554,31250,5
1555,31356,17
1556,31390,17
1557,31391,17
1558,31446,25
1559,31455,297
1560,31456,297
1561,31458,297
1562,31459,297
1563,31461,297
1564,31462,297
1565,31562,15
1566,31568,182
1567,31569,182
1568,31570,182
1569,31571,182
1570,31572,182
1571,31573,182
1572,31574,182
1573,31575,182
1574,31576,182
1575,31577,182
1576,31578,182
1577,31851,297
1578,31852,297
1579,31853,297
1580,31855,297
1581,31856,297
1582,31887,2
1583,31888,2
1584,31889,2
1585,31898,38
1586,32045,5
1587,32065,26
1588,32066,26
1589,32067,26
1590,32068,26
1591,32075,25
1592,32079,25
1593,32088,297
1594,32214,15
1595,32219,15
1596,32325,10
1597,32327,10
1598,32330,10
1599,32331,10
1600,32337,10
1601,32339,10
1602,32410,38
1603,32431,297
1604,32433,297
1605,32434,297
1606,32436,297
1607,32438,297
1608,32439,297
1609,32472,21
1610,32508,468
1611,32509,468
1612,32510,468
1613,32511,468
1614,32512,468
1615,32513,468
1616,32514,468
1617,32515,468
1618,32516,468
1619,32517,468
1620,32518,468
1621,32519,468
1622,32520,468
1623,32521,468
1624,32534,12
1625,32686,21
1626,32692,21
1627,32743,297
1628,32745,297
1629,32747,297
1630,32748,297
1631,32756,17
1632,32771,25
1633,32813,15
1634,32838,297
1635,32839,297
1636,32840,297
1637,32848,297
1638,32850,297
1639,32852,297
1640,32853,297
1641,32854,297
1642,32855,297
1643,32856,297
1644,32857,297
1645,32876,21
1646,32881,21
1647,32895,4
1648,32959,21
1649,33068,2
1650,33071,2
1651,33125,15
1652,33139,297
1653,33140,297
1654,33141,297
1655,33144,15
1656,33195,468
1657,33200,468
1658,33211,468
1659,33212,468
1660,33213,468
1661,33214,468
1662,33215,468
1663,33216,468
1664,33217,468
1665,33218,468
1666,33219,468
1667,33220,468
1668,33221,468
1669,33223,468
1670,33238,468
1671,33239,468
1672,33240,468
1673,33241,468
1674,33242,468
1675,33243,468
1676,33300,15
1677,33303,15
1678,33304,15
1679,33307,15
1680,33360,468
1681,33492,297
1682,33494,297
1683,33495,297
1684,33498,297
1685,33499,297
1686,33500,297
1687,33502,297
1688,33545,12
1689,33651,4
1690,33953,468
1691,33991,25
1692,33996,38
1693,34003,38
1694,34083,12
1695,34147,17
1696,34198,12
1697,34257,38
1698,34258,38
1699,34263,38
1700,34312,5
1701,34313,5
1702,34314,5
1703,34315,5
1704,34316,5
1705,34317,5
1706,34318,5
1707,34319,5
1708,34430,12
1709,34457,5
1710,34458,5
1711,34459,5
1712,34460,5
1713,34461,5
1714,34463,5
1715,34466,5
1716,34512,181
1717,34513,181
1718,34516,181
1719,34517,181
1720,34518,181
1721,34519,181
1722,34521,181
1723,34522,181
1724,34523,181
1725,34524,181
1726,34525,181
1727,34526,181
1728,34527,181
1729,34541,17
1730,34547,17
1731,34550,17
1732,34642,468
1733,34887,12
1734,34975,297
1735,34976,297
1736,34977,297
1737,34979,297
1738,34981,297
1739,34984,25
1740,35007,38
1741,35193,38
1742,35194,38
1743,35199,38
1744,35222,38
1745,35296,468
1746,35299,468
1747,35391,15
1748,35397,15
1749,35443,17
1750,35450,4
1751,35451,4
1752,35452,4
1753,35453,4
1754,35454,4
1755,35455,4
1756,35456,4
1757,35457,4
1758,35458,4
1759,35460,4
1760,35461,4
1761,35544,10
1762,35546,10
1763,35565,468
1764,35566,468
1765,35567,468
1766,35568,468
1767,35569,468
1768,35571,26
1769,36052,297
1770,36054,297
1771,36055,297
1772,36057,297
1773,36099,15
1774,36138,181
1775,36139,181
1776,36142,181
1777,36144,468
1778,36145,468
1779,36146,468
1780,36147,468
1781,36187,26
1782,36188,26
1783,36189,26
1784,36190,26
1785,36191,26
1786,36192,26
1787,36241,468
1788,36242,468
1789,36243,468
1790,36244,468
1791,36245,182
1792,36246,182
1793,36249,182
1794,36250,182
1795,36256,182
1796,36257,182
1797,36258,182
1798,36261,182
1799,36273,2
1800,36303,21
1801,36306,468
1802,36307,468
1803,36308,468
1804,36325,17
1805,36328,17
1806,36332,17
1807,36380,468
1808,36400,25
1809,36402,297
1810,36403,297
1811,36404,297
1812,36405,297
1813,36459,5
1814,36460,5
1815,36461,5
1816,36462,5
1817,36463,5
1818,36464,5
1819,36465,5
1820,36466,5
1821,36467,5
1822,36468,5
1823,36470,5
1824,36471,5
1825,36472,5
1826,36473,5
1827,36474,5
1828,36476,5
1829,36477,5
1830,36479,5
1831,36485,12
1832,36525,12
1833,36530,5
1834,36531,5
1835,36534,5
1836,36537,5
1837,36539,5
1838,36560,10
1839,36561,10
1840,36575,17
1841,36576,17
1842,36614,10
1843,36619,10
1844,36643,10
1845,36653,21
1846,36959,10
1847,36964,10
1848,36983,21
1849,36985,21
1850,36987,21
1851,36999,2
1852,37017,15
1853,37111,18
1854,37113,18
1855,37136,10
1856,37145,12
1857,37324,10
1858,37368,10
1859,37385,297
1860,37386,297
1861,37387,297
1862,37390,297
1863,37587,25
1864,37725,12
1865,37727,12
1866,37768,38
1867,37781,38
1868,37783,38
1869,37787,38
1870,37860,12
1871,37911,18
1872,37925,297
1873,37931,297
1874,37934,297
1875,37935,297
